"","Metabolite","Group1","Group2","P_Value","Higher_Group","p_value","Correct","IL_W_FUL_R10","IL_W_FUL_R4","IL_W_DES_R1","IL_W_DES_R6","IL_W_DES_R8","IL_D_WEB_R1","IL_D_WEB_R9","IL_D_CDB_R7","H_W_FUL_R10","H_W_DES_R10","H_W_FUL_R4","H_W_DES_R6","H_D_CDB_R10","H_D_CDB_R7","IL_W_FUL_R3","IL_D_CDB_R3","H_D_WEB_R1","IL_D_WEB_R2","H_D_WEB_R10","H_W_FUL_R9","H_D_CDB_R5","H_D_WEB_R5","H_W_DES_R8","IL_D_CDB_R1"
"72","Path68",NA,NA,NA,NA,0.322058173028168,"HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)",3514.139059,9042.085995,5658.386619,3561.460673,3642.053078,4029.379025,5555.946346,2465.332173,3793.347527,2591.536098,2946.04578,1210.609479,1787.748211,3401.288895,4292.850619,4255.391512,2589.406427,2670.203809,2855.029941,3920.646955,1734.845714,3035.014198,4344.587739,3708.493023
"73","Path69",NA,NA,NA,NA,0.293270481780026,"HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)",3520.203603,9227.651584,5691.570985,3561.460673,3657.997547,4029.379025,5717.754425,2512.633993,3958.061371,2666.796855,2979.611966,1210.609479,1796.72504,3559.004223,4392.250426,4255.391512,2589.406427,2710.01245,2904.400383,4151.736708,1734.845714,3090.980609,4366.588409,3725.043352
"74","Path70",NA,NA,NA,NA,0.504573624842818,"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",761.5257578,7684.195414,1859.534347,997.5559995,1054.735316,878.0417902,1408.61298,776.6770779,656.112911,223.9107056,534.2096912,231.8474012,193.1601553,542.2583551,904.5101943,1389.993282,321.7243319,570.5277106,234.7415154,405.984847,148.7395705,126.8469292,857.5142996,1434.614139
"75","Path71",NA,NA,NA,NA,0.193843048273544,"HISDEG-PWY: L-histidine degradation I",5436.029956,12840.58758,9941.123668,5866.790579,5384.37166,6391.393356,7729.82559,5087.953944,10068.77665,7350.736579,7767.901865,3913.07446,3713.463239,7627.745587,7048.277376,7423.556721,6724.396564,5756.854983,6375.977504,8520.187478,5544.197971,8816.036434,9756.200639,6684.310581
"76","Path72",NA,NA,NA,NA,0.168184060609856,"HISTSYN-PWY: L-histidine biosynthesis",6871.380021,14687.73637,11708.36357,7374.221624,7107.537102,8153.544127,10993.31631,5916.708429,10107.35727,7923.138524,8269.676157,4330.133659,4277.233857,9112.228994,9707.560115,8547.391737,7402.626833,6609.413791,7534.447397,10554.68744,6306.01199,9151.599801,11053.78168,7715.090428
"77","Path73",NA,NA,NA,NA,0.250774420873118,"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",951.5356278,2363.233922,1588.133642,1050.605529,1023.883989,929.4199063,1355.63832,609.0837827,1163.109437,854.0898808,1042.751558,401.4308568,325.0768055,1167.869251,1123.078295,1374.935715,693.4063244,911.7707708,879.9796817,1382.4152,816.9487131,940.2164832,1181.674254,1114.454851
"78","Path74",NA,NA,NA,NA,0.353358240271185,"HSERMETA0-PWY: L-methionine biosynthesis III",6624.907177,10022.92179,8161.875704,6115.817725,6000.959651,7536.327231,9164.320241,4420.155391,6082.437448,4927.949203,5453.67467,3109.206419,3041.060672,5687.592079,7884.072738,7920.271646,5327.533272,4928.886704,5169.68778,6419.227446,4332.569356,6348.001033,6681.616891,6752.46598
"79","Path75",NA,NA,NA,NA,0.559779268238981,"ILEUDEG-PWY: L-isoleucine degradation I",0,126.7299399,12.41086111,0,0,0,0,0,64.6456973,81.51055537,25.77062827,0,0,162.221561,0,0,0,0,0,0,0,0,31.41450027,0
"80","Path76",NA,NA,NA,NA,0.216155359575318,"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)",15087.9115,20615.0201,22555.58281,16482.2459,16073.93203,18088.05466,22184.64762,14296.58575,22329.50173,19040.16211,19780.94084,11151.22347,10243.69676,19744.70757,21146.88554,18938.91615,18107.54735,15686.12541,18075.88484,23915.79712,16571.1395,23624.26472,23169.89047,17183.08927
"81","Path77",NA,NA,NA,NA,0.689760336368243,"KETOGLUCONMET-PWY: ketogluco0te metabolism",80.52499166,1191.556168,614.925597,106.3687921,166.5665475,63.72702156,638.0035493,101.0770348,598.7648095,263.5863477,251.9239824,31.17339306,72.41529871,566.6612741,22.68498597,221.8843242,0,41.7409975,82.00421696,101.6637674,23.5731654,191.9841819,231.41502,498.995935
"82","Path78",NA,NA,NA,NA,0.339659357884729,"LACTOSECAT-PWY: lactose and galactose degradation I",13.47307122,124.55644,33.85431722,0,0,0,24.53635933,0,38.0279909,36.48460902,9.332524332,0,0,28.83176914,0,18.66131857,0,27.52192068,0,33.32418698,0,34.38063378,12.02801388,19.56143716
"83","Path79",NA,NA,NA,NA,0.878186597635107,"LEU-DEG2-PWY: L-leucine degradation I",86.79278278,158.0234809,317.9777062,192.2379433,99.38151619,175.0347688,215.9485548,215.4086505,222.807246,136.3542123,157.0989548,158.6379386,55.35997958,474.0218749,224.3040901,254.1647398,216.8301656,309.8050965,184.4152132,349.9375457,70.7729736,192.8375048,224.4203767,331.7763177
"84","Path80",NA,NA,NA,NA,0.202713586907639,"LIPASYN-PWY: phospholipases",0,2447.297211,39.32147246,0,64.58162978,34.6481734,215.1704826,0,566.9192731,0,379.3056226,0,0,0,0,0,0,0,0,0,0,282.7375834,347.1434132,37.77107825
"85","Path81",NA,NA,NA,NA,0.413251914062461,"M-CRESOL-DEGRADATION-PWY: m-cresol degradation",0,46.5410689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Path82",NA,NA,NA,NA,0.239133682340093,"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",1684.671372,3943.577511,2777.037048,1848.837632,1787.134276,1671.863921,2355.644507,1109.641147,2091.271093,1548.083813,1881.933125,747.2885745,606.8704738,2077.814943,2015.59149,2390.343874,1288.139929,1616.259811,1591.462972,2438.592611,1480.850907,1734.274283,2119.460021,1974.146953
"87","Path83",NA,NA,NA,NA,0.322099496892799,"METHGLYUT-PWY: superpathway of methylglyoxal degradation",54.88519642,500.0467897,72.27490276,11.46712718,0,15.20776302,28.19172229,0,31.61835518,18.43924844,21.10557283,0,0,24.86387712,0,8.637670212,46.14153781,0,0,18.08280141,0,0,21.98752819,21.35986243
"88","Path84",NA,NA,NA,NA,0.755307290277439,"METHYLGALLATE-DEGRADATION-PWY: methylgallate degradation",110.284409,102.1971075,160.6885905,108.6874246,127.2236837,174.5020509,241.0806128,64.34770606,119.340664,0,74.02778274,0,29.14830208,24.35490202,192.405573,197.2027293,26.84649921,93.60401719,46.99553664,109.7934383,0,49.61139586,74.41674907,186.5385387
"89","Path85",NA,NA,NA,NA,0.245353580844477,"METSYN-PWY: superpathway of L-homoserine and L-methionine biosynthesis",1543.195892,3618.546031,2564.430592,1695.407731,1639.826877,1521.779637,2169.555722,1002.493202,1899.929598,1400.657455,1699.863674,668.5314609,542.0784015,1895.795072,1838.381634,2195.924287,1151.332086,1475.158033,1439.685404,2240.198951,1337.743208,1557.213666,1937.128993,1801.166893
"90","Path86",NA,NA,NA,NA,0.241935391034568,"NONMEVIPP-PWY: methylerythritol phosphate pathway I",5756.426236,10333.91213,9251.875637,5291.589929,5273.154061,6205.985802,8572.055531,4969.989207,7840.020001,5696.848264,5750.604712,3021.027297,2866.315149,6506.560263,6729.748672,6713.507967,4833.704739,4682.828342,5176.766426,7100.128771,3952.574485,6536.630162,7668.898481,5801.359493
"91","Path87",NA,NA,NA,NA,0.333821321431641,"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",7174.350141,10793.85798,10498.51993,6415.318295,6658.450132,8113.590979,10984.33748,5310.640001,8840.764925,6678.259517,7191.656596,3439.318931,3913.582422,8319.193929,8254.690224,8316.388866,6333.865034,5684.36886,7027.465141,8954.107186,5403.684998,8346.168789,9768.665903,7437.918756
"92","Path88",NA,NA,NA,NA,0.233501722093699,"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",3379.926065,8690.206054,5450.044568,3244.953755,3013.535683,3553.307021,4981.737239,2715.824255,4286.296262,2920.444622,2861.923424,1173.968018,1132.871301,3759.754827,3960.292325,3766.677214,2013.807449,2819.368799,2661.745817,3557.160976,1456.198954,2829.848278,4050.87994,3208.070218
"93","Path89",NA,NA,NA,NA,0.455866162587261,"OR0RGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",62.82814621,635.2905157,47.15999508,0,0,0,381.2349338,0,99.58224206,0,0,0,28.05629251,46.56807071,0,0,0,0,0,0,0,0,19.91702447,0
"94","Path90",NA,NA,NA,NA,0.748376908457611,"ORNDEG-PWY: superpathway of ornithine degradation",550.0932138,1173.628529,1570.76142,734.3737243,747.5871399,807.8054857,1009.53943,579.8433024,847.4306239,782.1364309,736.8816957,455.8260195,455.9268028,936.4443647,993.1344706,854.0232676,601.4041444,743.0760393,796.2933787,916.7509736,523.1503301,737.257407,1178.093111,1201.68705
"95","Path91",NA,NA,NA,NA,0.378366485089712,"P101-PWY: ectoine biosynthesis",14.07494476,2938.7455,433.0304494,16.46704083,110.6926401,41.56658494,535.2686938,203.9199849,1724.016957,1008.577378,1222.132605,723.2106603,366.9780961,1916.484336,123.6090989,23.64227145,930.6984019,109.5788145,982.1395805,1302.103713,590.3129849,1203.02459,1327.409996,289.0520124
"96","Path92",NA,NA,NA,NA,0.770430942480805,"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)",2156.907552,4009.022298,5875.899943,2353.656424,1753.427526,3053.084539,4842.771983,2048.559328,5291.898128,3495.950991,3852.554103,2127.008975,1796.501203,4494.835538,3371.680728,3924.388775,2424.342795,2927.206653,2947.670382,4953.66261,2409.962716,4312.979817,6277.275715,4126.772997
"97","Path93",NA,NA,NA,NA,0.476600170404885,"P108-PWY: pyruvate fermentation to propanoate I",835.2370793,1770.482063,1241.448974,664.0096409,727.618404,837.497081,1780.019728,586.0588273,833.161177,682.6444886,645.0731958,358.5971157,292.8401394,916.0556448,1114.577857,1084.489553,579.5912582,860.8274116,627.8143325,1076.149709,829.009039,1058.012754,934.8679521,959.7428307
"98","Path94",NA,NA,NA,NA,0.544765944418943,"P122-PWY: heterolactic fermentation",36.99471612,1272.384305,248.4496398,46.06133806,64.41726545,0,122.500682,0,0,0,58.33211128,0,0,188.8253323,121.3760914,0,0,44.11216112,46.10816612,0,0,99.14991217,0,294.3169335
"99","Path95",NA,NA,NA,NA,0.465644580691821,"P124-PWY: Bifidobacterium shunt",780.0822752,1606.431919,1584.850032,963.529493,876.0912861,971.0379381,940.2222256,605.2310983,1492.352863,1088.398111,1472.263602,747.2216261,673.6522481,1495.217415,1062.253974,1099.046069,1296.765247,963.9289906,1067.614472,1253.50444,1028.638854,1518.738165,1398.472351,1082.616912
"100","Path96",NA,NA,NA,NA,0.315563665790814,"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",171.1348098,344.3264183,252.0090627,186.1507949,121.6502421,113.4418301,346.4270515,147.8646771,206.8113281,157.7986282,151.301217,33.39120159,0,49.7385961,305.5262182,213.0802089,120.9674474,187.5066961,64.06705843,116.3068395,87.41753265,115.2513658,104.9094262,222.9697197
"101","Path97",NA,NA,NA,NA,0.265495342876809,"P161-PWY: acetylene degradation (a0erobic)",1130.867302,5302.545031,2872.810029,1101.887058,1140.76972,1380.485805,3572.727783,958.008731,3072.18576,2236.628298,2495.38485,1220.304399,1124.996098,3015.219746,2376.710015,1467.486431,2006.632223,1176.816952,2218.122551,2880.768229,1821.710547,2787.905873,3115.579253,2101.093701
"102","Path98",NA,NA,NA,NA,0.41325191406246,"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)",13.43998692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Path99",NA,NA,NA,NA,0.551880755537501,"P163-PWY: L-lysine fermentation to acetate and butanoate",0,0,146.037933,18.98431803,12.65838453,41.78618355,0,0,21.84399673,0,17.39699332,16.13187657,0,0,43.36167284,82.80613241,44.2637694,63.05648847,87.22481935,40.98484774,28.62819601,76.79343303,123.2995909,110.0180208
"104","Path100",NA,NA,NA,NA,0.384611167712925,"P164-PWY: purine nucleobases degradation I (a0erobic)",0,0,0,0,0,0,0,0,67.62580841,74.35250129,54.53642712,32.39397039,26.6027478,170.1943371,0,0,28.47356491,0,0,108.0411139,0,0,51.79185361,99.90854721
"105","Path101",NA,NA,NA,NA,0.60750950870369,"P184-PWY: protocatechuate degradation I (meta-cleavage pathway)",95.67538953,118.2333469,133.7888008,104.350781,106.7541523,145.7802144,243.343927,64.51937248,122.7727034,0,76.87984939,0,13.91159729,13.341354,138.0476433,176.8315843,18.29391277,85.05686997,52.77244902,114.6001631,0,46.48975939,54.47989758,167.1754185
"106","Path102",NA,NA,NA,NA,0.952132467684754,"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",41.77539634,610.6731626,625.2591362,194.3230904,97.33213606,247.9336784,172.6569888,220.6188681,1316.12016,645.5291657,866.2933043,454.6973631,432.9563869,1034.42159,339.0142301,273.3180184,1063.104301,156.4780772,964.7202908,1139.067869,933.0843911,1466.614413,1574.291687,576.5450248
"107","Path103",NA,NA,NA,NA,0.604567135819447,"P221-PWY: octane oxidation",305.8686684,1902.750051,413.3198592,321.5412283,410.7207782,579.0700295,596.8753738,323.0455662,194.0303549,281.1210211,282.0564903,122.4696972,84.87930557,396.0234632,571.7868396,474.1764854,184.6702028,363.4305305,109.9670828,125.3481867,143.2719716,89.70868163,303.1673214,619.2254441
"108","Path104",NA,NA,NA,NA,0.924570964105051,"P23-PWY: reductive TCA cycle I",1503.773439,989.2123931,3122.653714,2495.180183,2388.69516,2462.318135,2490.879534,1922.720558,5976.674606,4970.695609,5712.276569,2832.488229,2939.670553,5297.197078,3135.976627,3612.123933,4868.14968,2580.985149,4930.076085,6367.202854,4360.008851,6533.377369,5115.655637,2789.43131
"109","Path105",NA,NA,NA,NA,0.479601417207735,"P261-PWY: coenzyme M biosynthesis I",228.6574218,0,180.680897,178.5158216,171.5365223,248.504118,332.7857227,104.1177068,19.94221494,65.76987472,15.62083876,50.18675794,38.33519424,94.49760221,216.0253458,255.1061478,134.1895737,158.9345633,48.90425731,90.55050928,48.24330032,105.5987693,93.19168425,112.7668156
"110","Path106",NA,NA,NA,NA,0.458374957061294,"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",2032.181498,3651.972305,3349.94438,1873.197954,1686.99195,2108.067219,3011.815989,1266.293598,2248.371176,1550.030625,1713.363604,564.8048543,633.3269991,1655.409716,2334.842722,2601.826025,1211.611936,1271.976283,1571.485711,1764.698225,827.8944446,1639.5288,2332.613953,2381.005166
"111","Path107",NA,NA,NA,NA,0.755822210116619,"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I",1129.623589,1004.242046,1569.171355,1637.11144,1542.562899,1501.715144,1487.58993,1145.008721,1930.828474,1462.837385,1651.424214,782.3358724,634.9534605,1159.426591,1699.018651,1665.484356,1091.122732,1236.493878,1286.793528,1684.888503,1630.909385,2218.757909,1635.623262,1529.934505
"112","Path108",NA,NA,NA,NA,0.84732802751496,"P42-PWY: incomplete reductive TCA cycle",1602.234534,1675.56064,3158.238902,2324.534443,2174.818661,2274.226274,2688.063378,2200.696026,5335.695609,4963.028931,5524.312851,3240.72471,2617.258536,4540.520493,3166.433723,3133.206491,4940.252647,2693.276405,4775.898208,5658.920589,4750.771063,6828.052914,5051.213824,2593.935163
"113","Path109",NA,NA,NA,NA,0.42406543497133,"P441-PWY: superpathway of N-acetylneurami0te degradation",0,923.9196683,227.5931642,0,0,50.34031094,0,0,0,0,0,0,0,281.6463013,30.27538583,0,84.39919411,0,0,465.5187322,70.34245674,119.2559969,235.7316458,217.4750582
"114","Path110",NA,NA,NA,NA,0.89688641577136,"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",24.09139849,654.6584318,165.096315,85.90364639,51.24777767,114.5402636,181.9381845,237.1574034,1479.471567,1336.481523,1522.610671,1018.053555,815.719656,1286.910118,75.32159215,109.1303295,1470.623892,18.35304893,1250.638722,1951.941113,1310.444199,1806.088209,1450.657939,309.0332032
"115","Path111",NA,NA,NA,NA,0.938185775454073,"P562-PWY: myo-inositol degradation I",0,0,105.7252046,0,0,0,0,0,200.5002034,173.3737445,136.959586,0,0,245.6423472,0,19.40470027,90.57015214,0,190.1306408,165.189718,88.78417768,67.29665882,221.6050769,18.94130198
"116","Path112",NA,NA,NA,NA,0.180463650605398,"P621-PWY: nylon-6 oligomer degradation",10.31741989,292.1116957,29.43974902,0,0,0,69.01197891,0,11.595129,0,106.4696159,0,0,12.0981656,11.05579235,0,0,0,0,0,0,0,19.81901454,0
"117","Path113",NA,NA,NA,NA,0.440216075815441,"PANTO-PWY: phosphopantothe0te biosynthesis I",6485.346281,13156.37426,10668.50696,7289.720443,7536.603686,7965.930366,10702.91944,6267.524712,8457.564612,5662.086823,6958.440275,3142.954117,3607.546593,7101.529518,9078.449261,8694.308866,5939.121359,6285.40145,5871.985463,6666.268225,4924.61879,7132.915609,8269.828833,7532.359315
"118","Path114",NA,NA,NA,NA,0.184008625111524,"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)",4054.260607,10510.83051,7098.782181,3649.425204,3738.021397,3929.367909,6847.965761,3431.924738,6315.260394,4481.092017,4401.612964,2370.247607,2347.49758,5396.978973,5483.185347,4368.161856,3779.275053,3461.189275,4123.282133,5505.512463,3224.062931,4924.86106,6505.617,4367.430158
"119","Path115",NA,NA,NA,NA,0.288681138873458,"PENTOSE-P-PWY: pentose phosphate pathway",6010.253183,9624.734663,9560.591161,5173.188086,5089.23506,6228.434884,9009.686382,4061.331231,7553.854468,5466.077418,5927.752903,2815.130537,2793.337242,6655.269932,6769.81577,6837.570452,4853.87424,4455.058469,5264.544014,7513.745189,4536.94922,6861.161704,7553.677645,6240.244394
"120","Path116",NA,NA,NA,NA,0.25512500588122,"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",5950.477492,12293.80324,9177.882314,5701.453943,5872.667354,6372.117732,8491.299212,4936.828584,7482.913627,5259.163293,5676.956935,2554.581437,2628.859878,6592.541079,7247.347754,6991.161073,4847.396657,5280.652013,5133.41764,6429.606253,4006.504304,6179.508081,7896.069504,5729.061979
"121","Path117",NA,NA,NA,NA,0.374527295136012,"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",1895.731639,5306.564856,3245.841435,2540.384471,2462.636745,2233.369599,3307.744793,2078.430458,2568.459767,1824.690895,1964.737525,989.8442468,863.7347845,2589.532292,3258.687918,2722.030824,1688.68466,2583.903232,1778.287436,2726.635383,1650.38841,2564.128014,3080.719883,2397.481404
"122","Path118",NA,NA,NA,NA,0.476625319002997,"PHOTOALL-PWY: oxygenic photosynthesis",36.85426154,0,33.79734237,95.58450251,0,38.06864738,85.82614558,27.3074567,129.0560932,68.43910895,73.70426967,66.77113478,122.5098568,134.5590926,53.58534575,25.40443709,166.2242718,16.51954785,85.30003183,37.09340213,129.3720826,283.5803691,133.992559,10.40357489
"123","Path119",NA,NA,NA,NA,0.954494966776476,"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",239.1801381,644.3075115,494.1487891,325.1748963,304.301451,304.953087,701.0648189,419.0905332,463.9103146,378.7310255,432.3440391,351.7405286,305.0418518,774.0671127,589.8282632,363.8622157,426.8707724,404.6490207,243.9481163,526.1471104,206.2290651,661.8144221,747.501139,530.7589593
"124","Path120",NA,NA,NA,NA,0.550424172994119,"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",1071.128823,2268.730186,1484.322145,1096.066089,1269.529975,1302.621794,1638.396837,865.7484466,1088.522942,955.3650018,1011.354658,652.4477522,491.2290857,1144.984125,1444.512592,1443.528266,729.1658809,1050.649904,953.1262704,1086.236632,679.2048021,1007.528686,1465.167414,1418.394418
"125","Path121",NA,NA,NA,NA,0.389920024987803,"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",488.1775452,1050.618862,361.1337837,386.9869642,344.3041577,430.5686204,714.0718108,252.1151606,291.7905309,256.7603492,236.9202836,161.8814927,201.0628475,379.9067877,453.9603422,469.6969467,306.4967552,223.4834564,283.2226968,312.8819104,297.2238819,621.8569511,385.5885915,289.5247147
"126","Path122",NA,NA,NA,NA,0.770193671735514,"PPGPPMET-PWY: ppGpp metabolism",143.3450034,1005.196292,631.2073441,101.5330458,246.3938139,183.2795068,376.932092,172.0403674,160.167357,93.61308164,144.6822022,0,71.41313816,131.3184969,275.6826527,325.1631026,33.6926844,107.1904772,102.0364757,42.28451849,0,75.82951658,127.0963468,607.0174514
"127","Path123",NA,NA,NA,NA,0.982988871148318,"PROPFERM-PWY: superpathway of L-alanine fermentation (Stickland reaction)",32.0318018,176.5011745,181.9877487,39.82224407,0,0,120.1959969,0,0,0,47.71774212,0,0,52.73612884,0,0,0,36.68285924,13.69598794,0,0,50.30714616,0,259.7969821
"128","Path124",NA,NA,NA,NA,0.418439147820663,"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)",799.9275705,1530.125282,1280.519795,654.4375725,692.3459267,808.5064959,1510.199014,489.8862066,919.3750783,644.1977466,836.8570756,460.5958545,380.9933816,965.7367591,1106.054984,945.5083504,601.2144943,657.5491265,669.3170851,805.8919182,491.315553,665.0330927,885.5010119,1029.258931
"129","Path125",NA,NA,NA,NA,0.41325191406246,"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",0,990.8859345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Path126",NA,NA,NA,NA,0.467566392372413,"PWY-101: photosynthesis light reactions",62.52946387,5.447336068,81.03561824,148.9491002,7.137794178,83.38225788,204.0281175,48.6446141,320.784839,134.3900004,210.6348675,151.814368,232.5384927,310.6777583,138.1418269,59.47612967,353.165928,52.04963702,183.2408176,100.8883968,238.9534369,572.9057031,253.0078522,34.32799875
"131","Path127",NA,NA,NA,NA,0.174446466659948,"PWY-1042: glycolysis IV",6364.154424,11180.56697,8733.847539,6675.657631,6050.108907,7011.501812,8852.564397,5395.290325,8500.529385,7142.74032,7341.754615,4121.689524,3641.87701,7537.67594,7744.713078,7754.243865,6561.197699,5628.181484,6344.725241,8743.374212,5886.637434,9023.48146,9186.335261,6701.329295
"132","Path128",NA,NA,NA,NA,0.459679361091198,"PWY-1269: CMP-3-deoxy-D-manno-octuloso0te biosynthesis",1483.775364,3972.435651,2033.868589,868.6123135,805.1531609,1171.542584,2341.708414,529.9610371,948.565299,468.1986793,417.2789744,200.0679046,107.8799796,849.4908311,1023.012789,863.0040481,348.3023022,346.9914164,235.6258407,362.1326677,180.8741031,257.8389657,783.7003199,912.2649959
"133","Path129",NA,NA,NA,NA,0.897942066655258,"PWY-1361: benzoyl-CoA degradation I (aerobic)",688.4704707,789.9671528,728.3894925,556.1264505,485.1716623,753.8269088,1071.274626,316.6356475,191.9937345,272.0317445,298.954592,98.9133241,74.43816116,219.7533231,779.5614248,934.7210327,217.1535663,517.4766099,149.8704751,213.4447006,250.0300944,311.2504848,168.4560527,774.1229961
"134","Path130",NA,NA,NA,NA,0.583555075531088,"PWY-1501: mandelate degradation I",26.66413961,116.6663656,110.9157047,0,44.6034568,0,108.8017341,16.2361283,146.2893079,35.83672203,17.2734025,17.35624873,0,65.13491879,54.11029377,0,0,72.05973858,57.22779932,24.82124802,46.86437605,33.42582981,85.07731299,49.77217709
"135","Path131",NA,NA,NA,NA,0.313562858432277,"PWY-1541: superpathway of taurine degradation",0,198.5069988,75.77570433,0,0,0,40.99456223,38.41909647,113.4750102,0,0,0,0,88.82539451,98.99537182,59.27419539,24.46026352,26.64233499,0,0,0,0,81.26836903,93.66854498
"136","Path132",NA,NA,NA,NA,0.759001148254153,"PWY-1622: formaldehyde assimilation I (serine pathway)",169.0495337,81.40082943,271.8528118,250.8624073,288.6669662,226.953612,635.3065101,135.4285821,27.17896414,0,106.7664491,20.25548819,0,122.9348025,298.5494473,359.9858483,78.11514055,143.1518867,87.42974597,80.08555332,29.20682845,99.75233302,23.3642642,171.74378
"137","Path133",NA,NA,NA,NA,0.792444564362049,"PWY-181: photorespiration",50.88110855,205.8442738,420.9641759,39.75443624,127.2198943,191.5145454,544.4612754,127.7340525,152.3842969,25.8487953,269.3230076,0,0,277.7587072,278.8282822,341.3187953,116.5127898,0,129.1358132,70.73468474,55.97571885,305.6618516,175.3525681,434.0492719
"138","Path134",NA,NA,NA,NA,0.364958314027657,"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",112.3919858,215.0269776,121.3034318,215.3257329,155.4045571,252.3083417,242.3312609,184.5965006,110.6081575,220.530194,283.5252297,174.0414459,115.8172343,364.6999508,186.7993249,187.4299344,289.1489198,417.4947953,418.8989772,515.2187475,273.7709019,499.5207971,692.0570452,78.99435694
"139","Path135",NA,NA,NA,NA,0.209075361251882,"PWY-1882: superpathway of C1 compounds oxidation to CO2",32.60894364,25.28495369,48.13160914,0,23.78913514,33.06642186,188.2506784,0,96.53729976,123.3095284,95.90143727,45.73862106,102.422192,153.2982506,119.8529812,23.61909584,128.821928,61.48665048,69.66584971,168.4527163,109.6149647,248.0806772,27.61690714,34.78536785
"140","Path136",NA,NA,NA,NA,0.732556725518389,"PWY-2221: Entner-Doudoroff pathway III (semi-phosphorylative)",220.7828743,254.4585436,151.0522265,142.6866696,174.9082652,250.7501423,269.8495942,156.9087855,655.4976684,435.5877743,458.8316649,151.1645963,199.1626758,671.1111066,275.851507,354.8114087,399.9241823,193.540167,309.7080001,417.9241595,223.9696645,244.5503203,729.3299619,35.54740243
"141","Path137",NA,NA,NA,NA,0.440764533076815,"PWY-241: C4 photosynthetic carbon assimilation cycle, 0DP-ME type",2667.474822,5431.1002,4686.175053,2232.546057,2573.909787,3018.372314,4663.524607,1934.403974,3729.140069,2407.204841,2699.754218,1214.437528,1506.368187,3712.807405,3148.516053,3357.753534,2300.847512,2135.890903,2767.278905,3863.309845,1913.618468,2922.036408,4255.878843,3153.108016
"142","Path138",NA,NA,NA,NA,0.194129809498229,"PWY-2941: L-lysine biosynthesis II",170.9153605,1329.562003,318.5268065,250.7848877,152.6102713,273.7366963,399.5773429,231.7814513,980.968973,161.1072,460.6756388,240.6165515,315.6973296,757.7378754,181.2109782,337.8917422,161.6457038,80.38453715,211.2329979,307.1036399,54.53653854,146.5667376,667.8118084,227.1244677
"143","Path139",NA,NA,NA,NA,0.413251914062458,"PWY-2942: L-lysine biosynthesis III",0,4350.831255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Path140",NA,NA,NA,NA,0.207379023764138,"PWY-3001: superpathway of L-isoleucine biosynthesis I",6019.171966,11655.10773,9738.802503,6659.895857,6448.021458,7030.73765,9848.046573,4717.618895,8695.267308,7036.645537,7523.191081,3885.550932,3934.407699,8203.039626,8829.001796,7649.238124,7087.420155,6188.459297,6485.175848,8717.75658,6101.435589,8475.799561,9174.859463,7253.888949
"145","Path141",NA,NA,NA,NA,0.48057212031905,"PWY-3661: glycine betaine degradation I",0,469.3175121,80.97025832,0,0,0,0,0,173.4965573,128.7145124,34.70436362,0,46.48922753,91.25631085,0,0,0,0,147.5218848,71.1351206,98.9699684,60.78036414,256.1830922,0
